STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28.40,6.30,7.60,830.00,1.80,0.24,738.00,2020.00,2011.00
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,24.00,7.40,7.60,104.00,1.20,0.09,NAN,NAN,2011.00
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,NAN,6.90,7.80,440.00,3.40,1.21,NAN,NAN,2011.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,24.80,5.80,7.20,732.00,8.50,3.83,1089.00,4838.00,2011.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,24.00,5.60,7.40,1322.00,15.30,15.00,16750.00,41500.00,2011.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25.00,5.40,7.30,809.00,10.00,4.20,4278.00,8975.00,2011.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,23.30,5.70,7.30,1103.00,14.30,13.75,20250.00,52500.00,2011.00
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,25.80,5.70,7.50,906.00,24.00,14.18,7863.00,17625.00,2011.00
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.80,3.50,7.40,1064.00,20.00,13.20,8000.00,14500.00,2011.00
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.80,3.20,7.60,1197.00,27.30,19.20,20250.00,40250.00,2011.00
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26.00,4.70,7.30,1383.00,32.80,16.40,14388.00,42875.00,2011.00
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,26.00,4.80,7.40,1063.00,16.00,5.03,3138.00,8025.00,2011.00
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,24.40,5.30,7.50,1532.00,18.30,15.80,27000.00,63500.00,2011.00
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.40,5.60,7.50,1269.00,34.50,12.15,22000.00,60000.00,2011.00
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,24.30,5.40,7.40,1194.00,22.00,8.30,10000.00,35000.00,2011.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,17.70,6.10,6.80,780.00,14.70,NAN,NAN,NAN,2011.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,17.00,6.10,6.80,773.00,14.70,NAN,NAN,NAN,2011.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,17.30,6.00,7.00,820.00,15.30,NAN,NAN,NAN,2011.00
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,28.00,4.80,7.90,650.00,3.20,0.68,6.00,62.00,2011.00
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,32.00,5.00,7.30,390.00,2.80,0.14,4.00,20.00,2011.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.40,8.30,7.60,334.00,1.00,0.49,9.00,16.00,2011.00
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.30,8.20,7.70,316.00,1.20,0.48,11.00,20.00,2011.00
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,18.30,3.10,7.80,1261.00,195.40,4.78,NAN,NAN,2011.00
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.80,8.30,7.60,304.00,1.20,0.51,12.00,20.00,2011.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.80,5.50,7.60,743.00,7.60,1.02,81.00,166.00,2011.00
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.90,5.10,7.80,657.00,1.70,0.26,6.00,23.00,2011.00
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,27.30,5.30,7.80,623.00,1.70,NAN,NAN,NAN,2011.00
2869,BARAK RIVER AT SENAPATI ,MANIPUR,19.00,8.70,7.10,252.00,4.90,NAN,NAN,10.00,2011.00
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",MANIPUR,26.00,5.10,7.20,17.00,1.00,NAN,NAN,10.00,2011.00
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19.00,10.00,7.40,157.00,0.60,NAN,NAN,5.00,2011.00
1424,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,21.80,5.90,7.00,164.00,1.60,NAN,NAN,74.00,2011.00
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.30,6.10,7.30,141.00,1.40,NAN,NAN,63.00,2011.00
1627,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,22.30,5.60,7.10,427.00,1.40,NAN,NAN,175.00,2011.00
1628,IMPHAL AT MINUTHONG,MANIPUR,22.30,4.70,7.00,527.00,1.90,NAN,NAN,42.00,2011.00
2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",MANIPUR,23.00,5.50,8.60,116.00,4.50,NAN,NAN,113.00,2011.00
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,23.00,6.80,6.80,160.00,1.50,NAN,NAN,23.00,2011.00
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,23.00,7.00,7.40,47.00,1.00,NAN,NAN,5.00,2011.00
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23.00,7.30,7.80,116.00,1.20,NAN,NAN,10.00,2011.00
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22.00,5.50,7.30,179.00,1.20,NAN,NAN,75.00,2011.00
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.30,4.70,7.40,220.00,1.60,NAN,NAN,140.00,2011.00
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27.00,4.90,7.00,180.00,1.20,NAN,NAN,10.00,2011.00
2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30.00,5.80,7.80,367.00,6.20,NAN,NAN,95.00,2011.00
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23.00,5.80,7.40,249.00,1.00,NAN,NAN,37.00,2011.00
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23.00,6.20,6.90,182.00,2.10,NAN,NAN,8.00,2011.00
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.70,5.50,7.70,356.00,1.20,NAN,NAN,202.00,2011.00
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23.00,5.10,6.90,190.00,2.30,NAN,NAN,33.00,2011.00
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.50,5.20,7.10,164.00,2.80,NAN,NAN,20.00,2011.00
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23.00,4.60,7.00,188.00,2.80,NAN,NAN,18.00,2011.00
2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.50,5.60,6.60,165.00,1.90,NAN,NAN,23.00,2011.00
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23.00,1.90,6.80,484.00,15.30,NAN,NAN,1075.00,2011.00
1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23.00,2.50,7.10,424.00,16.70,NAN,NAN,682.00,2011.00
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.50,5.50,6.90,118.00,2.80,NAN,NAN,10.00,2011.00
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23.00,6.00,7.00,100.00,4.20,NAN,NAN,10.00,2011.00
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.50,4.90,6.90,93.00,3.60,NAN,NAN,25.00,2011.00
2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20.00,4.80,7.00,167.10,2.80,NAN,NAN,NAN,2011.00
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.70,5.40,7.20,211.00,1.10,NAN,NAN,78.00,2011.00
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26.00,6.00,7.50,231.00,1.10,NAN,NAN,10.00,2011.00
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19.00,5.60,7.10,319.00,4.40,NAN,NAN,15.00,2011.00
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.50,5.70,6.90,261.00,2.30,NAN,NAN,53.00,2011.00
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.90,9.90,7.10,163.00,1.00,NAN,NAN,35.00,2011.00
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21.00,6.10,7.60,163.00,4.50,NAN,NAN,25.00,2011.00
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.50,5.10,6.90,170.00,2.50,NAN,NAN,10.00,2011.00
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23.00,3.80,7.00,192.00,3.00,NAN,NAN,23.00,2011.00
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.40,7.80,7.20,139.00,1.90,0.56,263.00,359.00,2011.00
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.80,6.50,3.10,489.00,6.10,0.52,32.00,47.00,2011.00
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.80,7.30,7.00,162.00,2.20,0.69,2085.00,2633.00,2011.00
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.20,7.80,7.10,136.00,1.90,0.52,303.00,409.00,2011.00
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24.00,7.70,7.10,205.00,7.00,0.84,303.00,461.00,2011.00
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.40,8.10,7.10,267.00,1.00,0.11,2.00,12.00,2011.00
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.40,8.00,7.00,278.00,1.10,0.11,3.00,18.00,2011.00
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.20,6.90,7.20,268.00,1.10,0.11,6.00,37.00,2011.00
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.30,6.80,7.10,286.00,1.30,0.11,8.00,29.00,2011.00
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.40,6.60,7.80,149.00,1.80,NAN,209.00,340.00,2011.00
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.60,6.30,8.00,164.00,3.40,0.30,380.00,528.00,2011.00
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.50,6.60,7.90,196.00,4.40,0.80,425.00,648.00,2011.00
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.90,5.60,7.50,15608.00,25.00,18.73,5.00,5.00,2010.00
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.90,3.70,7.50,39503.00,13.50,25.71,NAN,NAN,2010.00
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN & DIU,29.80,4.70,7.60,46170.00,21.50,19.69,NAN,NAN,2010.00
2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.20,5.80,7.80,378.00,NAN,2.61,NAN,NAN,2010.00
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN & DIU,29.70,6.60,7.70,489.00,NAN,2.66,350.00,350.00,2010.00
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.10,6.60,7.40,492.00,NAN,3.60,NAN,NAN,2010.00
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN & DIU,30.30,6.20,7.80,359.00,NAN,3.67,4.00,NAN,2010.00
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN & DIU,29.80,5.80,7.70,8757.00,NAN,10.45,4.00,4.00,2010.00
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26.00,5.10,8.10,533.00,3.70,0.45,3900.00,7500.00,2010.00
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27.00,7.10,8.00,555.00,2.00,0.35,7500.00,15000.00,2010.00
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.00,6.80,8.20,26600.00,3.10,0.62,9000.00,23000.00,2010.00
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.30,8.10,7.60,938.00,8.60,0.40,22.00,108.00,2010.00
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.40,6.20,7.80,7778.00,2.70,0.26,2880.00,6581.00,2010.00
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32.00,NAN,7.20,1440.00,46.00,0.20,80.00,330.00,2010.00
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.30,3.20,7.70,885.00,6.30,0.51,3900.00,9575.00,2010.00
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,NAN,29.30,6.60,6.50,58.00,1.80,0.87,0.00,53.00,2010.00
1475,ZUARI AT PANCHAWADI,NAN,28.80,6.60,6.60,145.00,1.50,0.65,4.00,98.00,2010.00
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,NAN,29.00,6.30,6.60,55.00,1.80,0.36,8.00,140.00,2010.00
1476,"MANDOVI AT TONCA, MARCELA",NAN,28.80,6.40,6.40,188.00,2.00,0.44,15.00,153.00,2010.00
1543,KALNA AT CHANDELNAN PERNEM,NAN,27.30,6.90,6.20,61.00,1.70,1.07,7.00,117.00,2010.00
1548,ASSONORA AT ASSONORA,NAN,28.30,7.20,6.10,62.00,2.60,0.92,8.00,123.00,2010.00
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,29.00,6.90,6.60,154.00,1.90,0.83,17.00,173.00,2010.00
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",NAN,27.60,7.00,6.30,742.00,1.60,0.42,8.00,139.00,2010.00
1546,KHANDEPAR AT OPA NAN PONDA,NAN,28.80,7.60,6.20,62.00,1.10,0.38,12.00,160.00,2010.00
2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",NAN,28.30,7.10,6.20,69.00,1.40,0.56,7.00,141.00,2010.00
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,27.80,6.80,6.00,93.00,1.90,0.75,9.00,136.00,2010.00
1545,MADAI AT DABOS NAN  VALPOI,NAN,28.50,7.10,6.20,89.00,1.40,0.68,6.00,119.00,2010.00
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,28.10,6.30,6.20,110.00,1.50,0.59,8.00,157.00,2010.00
2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",NAN,29.00,6.20,7.00,77.00,1.80,0.46,11.00,173.00,2010.00
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",NAN,29.50,6.20,6.80,67.00,1.70,0.61,8.00,145.00,2010.00
1547,TALPONA AT CANACONA,NAN,30.20,6.90,6.50,62.00,1.40,0.60,10.00,107.00,2010.00
1544,VALVANT AT SANKLINANBICHOLIM,NAN,28.30,6.70,6.20,62.00,0.90,0.57,8.00,187.00,2010.00
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",NAN,28.70,6.80,7.90,119.00,3.50,0.58,286.00,517.00,2010.00
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),NAN,26.00,7.00,7.70,88.00,3.20,0.13,8.00,17.00,2010.00
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",NAN,NAN,6.90,7.30,70.00,3.40,0.19,NAN,NAN,2010.00
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",NAN,NAN,7.40,7.20,77.00,3.00,0.23,NAN,NAN,2010.00
1092,KALU AT ATALE VILLAGE,NAN,24.00,7.00,7.40,3113.00,4.00,2.16,95.00,350.00,2010.00
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",NAN,32.10,5.50,8.10,363.00,8.40,2.15,16.00,69.00,2010.00
1152,KUNDALIKA AT ROHA CITY,NAN,30.30,6.90,7.50,86.00,3.60,0.40,316.00,582.00,2010.00
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),NAN,30.10,6.40,7.40,621.00,37.80,1.79,413.00,728.00,2010.00
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",NAN,28.80,5.20,7.90,42354.00,9.50,1.10,126.00,253.00,2010.00
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",NAN,28.70,6.90,7.40,73.00,3.50,0.27,482.00,659.00,2010.00
2168,MITHI RIVER,NAN,29.00,3.40,7.40,17842.00,31.50,3.32,1767.00,1767.00,2010.00
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",NAN,28.50,7.40,8.10,254.00,2.20,0.15,3.00,75.00,2010.00
1151,PATALGANGA AT SHILPHATA,NAN,27.70,6.70,7.40,125.00,3.70,0.40,514.00,820.00,2010.00
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,NAN,28.60,6.60,7.50,129.00,3.90,0.40,129.00,381.00,2010.00
2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",NAN,27.10,6.10,7.30,515.00,5.10,2.02,82.00,212.00,2010.00
2686,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",NAN,27.10,6.60,7.40,122.00,3.60,0.46,172.00,361.00,2010.00
2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",NAN,27.00,6.50,7.30,131.00,3.80,0.79,108.00,261.00,2010.00
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",NAN,26.80,6.70,7.30,130.00,3.40,0.57,133.00,318.00,2010.00
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",NAN,26.80,6.60,7.40,95.00,3.70,0.53,147.00,217.00,2010.00
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",NAN,26.40,6.80,7.70,143.00,3.60,0.43,38.00,109.00,2010.00
2199,SAVITRI AT OVALE VILLAGE.,NAN,22.10,6.30,7.50,10825.00,2.90,1.93,5.00,101.00,2010.00
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",NAN,22.30,7.10,7.40,185.00,2.20,0.63,4.00,80.00,2010.00
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",NAN,22.00,6.70,7.50,1439.00,2.50,1.47,4.00,113.00,2010.00
2703,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",NAN,22.00,6.60,7.50,185.00,2.40,0.30,6.00,113.00,2010.00
2704,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",NAN,22.00,6.70,7.80,3521.00,2.40,1.02,3.00,90.00,2010.00
2706,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",NAN,28.20,7.10,7.70,193.00,3.10,0.53,41.00,92.00,2010.00
2707,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",NAN,28.20,7.10,7.90,175.00,3.10,0.47,31.00,86.00,2010.00
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",NAN,28.30,7.10,7.80,174.00,3.30,0.44,33.00,83.00,2010.00
2709,"TANSA NEAR ROAD BDG, VILL DAKEWALI, WADA, THANE",NAN,NAN,7.20,7.50,308.00,4.00,0.15,NAN,NAN,2010.00
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,NAN,26.30,6.40,7.70,153.00,3.60,0.77,504.00,592.00,2010.00
1094,ULHAS AT U/S OF BADLAPUR,NAN,26.10,7.00,7.70,111.00,3.40,0.42,179.00,359.00,2010.00
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,NAN,26.00,6.60,7.60,209.00,3.40,0.68,97.00,243.00,2010.00
2712,"VAITARNA NR RD BDG, GANDHARE VILL., WADA, THANE",NAN,NAN,7.50,8.20,296.00,3.50,0.14,NAN,NAN,2010.00
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,NAN,27.60,6.90,7.50,119.00,2.20,0.42,2.00,71.00,2010.00
2713,"VASHISHTI AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",NAN,27.60,6.80,7.70,116.00,2.30,1.33,3.00,74.00,2010.00
2714,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",NAN,27.30,7.00,7.70,118.00,2.10,0.50,3.00,64.00,2010.00
17,PERIYAR NEAR ALWAYENANELOOR,NAN,27.40,5.20,6.60,453.00,1.50,0.38,644.00,4613.00,2010.00
18,PERIYAR AT KALADY,NAN,27.30,7.20,6.80,35.00,1.10,0.24,513.00,3483.00,2010.00
20,CHALIYAR AT KOOLIMADU,NAN,26.00,7.00,7.10,62.00,0.50,0.44,385.00,617.00,2010.00
21,CHALIYAR AT CHUNGAPALLY,NAN,26.20,7.00,7.10,5228.00,0.60,0.34,240.00,455.00,2010.00
42,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",NAN,27.50,7.20,7.00,51.00,0.60,0.26,285.00,522.00,2010.00
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,NAN,28.10,6.70,6.90,62.00,1.20,0.46,385.00,2193.00,2010.00
1154,CHALAKUDY AT PULICKALKANANDAVU,NAN,28.20,6.50,6.50,118.00,1.10,0.52,610.00,3080.00,2010.00
1155,KARAMANA AT MOONNATTUMUKKU,NAN,27.60,0.60,7.00,1787.00,14.10,1.49,8542.00,17500.00,2010.00
1156,PAMBA AT CHENGANNUR,NAN,28.00,6.60,6.80,49.00,0.90,0.56,448.00,913.00,2010.00
1207,KABBANI AT MUTHANKARA,NAN,24.30,6.80,7.30,67.00,0.60,0.40,598.00,935.00,2010.00
1208,BHAVANI AT ELACHIVAZHY,NAN,25.80,7.30,7.40,104.00,0.60,0.44,245.00,430.00,2010.00
1338,PERIYAR AT SEWAGE DISCHARGE POINT,NAN,27.80,6.50,6.70,39.00,1.20,0.26,562.00,4823.00,2010.00
1339,MEENACHIL AT KIDANGOOR,NAN,26.30,7.20,6.50,45.00,0.90,0.46,1225.00,1825.00,2010.00
1340,MANIMALA  AT KALLOOPARA,NAN,28.50,7.40,6.90,65.00,0.90,0.56,575.00,1455.00,2010.00
1341,PAMBA AT THAKAZHY,NAN,29.30,6.50,6.50,60.00,1.00,1.62,420.00,900.00,2010.00
1342,ACHENKOIL AT THUMPAMON,NAN,27.60,6.60,6.90,57.00,0.90,0.37,319.00,650.00,2010.00
1384,MANIMALA AT THONDRA,NAN,28.10,7.10,7.00,84.00,1.00,0.66,985.00,1485.00,2010.00
1442,VAMANAPURAM,NAN,27.80,7.50,6.80,56.00,1.30,0.60,178.00,540.00,2010.00
1443,ACHENKOIL AT CHENNITHULA,NAN,28.10,5.40,6.70,100.00,0.90,0.42,463.00,810.00,2010.00
1563,AMARAVILA,NAN,26.60,7.00,6.90,66.00,0.70,0.45,465.00,900.00,2010.00
1564,AYUR,NAN,27.80,7.10,6.90,75.00,0.60,0.73,300.00,583.00,2010.00
1565,PAMBA DOWN,NAN,29.30,6.50,6.70,70.00,0.90,1.25,370.00,800.00,2010.00
1566,THIRURANGADY,NAN,28.00,6.70,6.60,102.00,0.80,0.12,295.00,900.00,2010.00
1567,KUTTIYADY ESTATE,NAN,23.80,7.10,6.80,27.00,0.60,0.22,86.00,198.00,2010.00
1568,VALAYAM,NAN,26.30,6.90,7.10,46.00,0.50,0.33,225.00,373.00,2010.00
1569,THALIPARAMBA,NAN,27.90,6.70,6.80,8291.00,1.00,0.53,108.00,250.00,2010.00
1570,HOSDURG,NAN,28.40,6.20,7.00,12342.00,1.40,0.27,670.00,1600.00,2010.00
1571,"KAKKADAVU,  KERALA",NAN,27.10,7.50,7.30,53.00,0.80,0.31,1253.00,2225.00,2010.00
1572,PADIYATHADKA,NAN,28.50,7.60,7.30,62.00,1.00,0.63,1175.00,2180.00,2010.00
1573,IRUMPANAM,NAN,28.10,2.20,6.40,625.00,2.30,1.29,1125.00,6505.00,2010.00
2284,R NEYYAR AT ARUVIPURAM,NAN,26.40,7.40,6.70,55.00,0.70,0.51,281.00,1088.00,2010.00
2285,R MAMOM AT MAMOM BRIDGE,NAN,27.10,7.00,6.80,103.00,0.70,0.43,225.00,640.00,2010.00
2286,R AYROOR AT AYROOR BRIDGE,NAN,26.90,5.30,6.90,109.00,1.30,0.66,305.00,685.00,2010.00
2287,R ITHIKKARA AT ITHIKKARA,NAN,28.60,6.30,7.00,1392.00,0.70,0.85,230.00,535.00,2010.00
2288,PALLICKAL AT NELLIMUKAL,NAN,27.90,6.70,7.00,71.00,0.50,0.29,208.00,433.00,2010.00
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,NAN,28.40,6.00,6.40,57.00,1.40,0.61,193.00,303.00,2010.00
2290,PUZHACKAL AT PUZHACKAL BRIDGE,NAN,29.00,4.20,6.60,93.00,1.70,0.56,253.00,385.00,2010.00
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,28.80,5.10,6.70,88.00,1.90,0.63,405.00,713.00,2010.00
2292,R THIRUR AT THALAKKADATHUR BRIDGE,NAN,27.80,5.30,6.40,4912.00,1.10,0.11,345.00,788.00,2010.00
2293,R KADALUNDI AT HAJIRAPPALLY,NAN,28.50,6.90,7.00,84.00,0.90,0.08,300.00,803.00,2010.00
2294,R KALLAI AT KALLAI BRIDGE,NAN,26.00,2.80,7.40,18256.00,1.60,0.47,1050.00,2300.00,2010.00
